pdb_id,job_type,job_script,job_id,status,notes
1AC1,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1AC1_tinker.job,5865395,submitted,
1BVC,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1BVC_tinker.job,5865396,submitted,
1EGO,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1EGO_tinker.job,5865398,submitted,
1ERU,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1ERU_tinker.job,5865399,submitted,
1EY7,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1EY7_tinker.job,5865400,submitted,
1FVJ,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1FVJ_tinker.job,5865401,submitted,
1HHO,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1HHO_tinker.job,5865402,submitted,
1HV0,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1HV0_tinker.job,5865403,submitted,
1HV1,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1HV1_tinker.job,5865405,submitted,
1KVS,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1KVS_tinker.job,5865406,submitted,
1KVT,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1KVT_tinker.job,5865407,submitted,
1LE2,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_1LE2_tinker.job,5865408,submitted,
2H19,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2H19_tinker.job,5865409,submitted,
2H1B,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2H1B_tinker.job,5865410,submitted,
2QDB,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_2QDB_tinker.job,5865412,submitted,
3C1R,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3C1R_tinker.job,5865413,submitted,
3C73,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3C73_tinker.job,5865415,submitted,
3CZ9,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3CZ9_tinker.job,5865416,submitted,
3D6C,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3D6C_tinker.job,5865417,submitted,
3F71,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_3F71_tinker.job,5865418,submitted,
7XJD,minimize,/Dedicated/schnieders/maemmad/pKa_GNN/data/sge_jobs_tinker/min_7XJD_tinker.job,5865420,submitted,
